15.74,19.151,21.129,21.239,20.55
19.253,19.551,19.871,20.258,20.345
18.914,19.682,19.452,18.552,18.273
18.695,18.175,17.815,18.658,18.716
18.322,17.809,18.891,17.789,18.053
18.32,19.643,18.405,17.477,17.496
18.776,17.764,17.938,17.323,17.986
18.964,17.441,17.949,18.453,19.234
18.709,16.773,17.796,18.32,16.975
17.849,17.316,16.958,16.626,16.829
18.072,16.052,17.546,17.189,16.874
17.861,18.439,17.404,17.166,18.066
17.756,16.978,17.761,16.46,17.075
18.197,16.41,16.189,16.491,16.333
18.252,15.942,16.467,15.894,16.385
17.308,16.632,16.795,17.287,16.187
16.606,15.449,16.801,16.482,17.497
18.228,17.401,15.834,15.777,17.403
17.637,16.517,19.081,16.68,16.395
16.57,16.721,17.428,17.441,14.767
18.404,15.373,16.2,15.916,16.981
17.505,17.196,16.112,15.739,17.303
16.072,17.433,15.95,17.643,17.024
17.607,16.589,16.566,15.84,15.935
18.336,16.814,17.679,16.428,16.602
16.473,18.123,15.452,16.285,16.839
16.582,16.362,15.602,15.515,14.502
17.256,17.012,17.668,18.435,17.282
16.937,16.446,17.073,16.874,16.782
18.275,14.796,15.372,16.056,16.263
17.182,16.552,17.431,15.917,16.016
17.705,16.728,16.454,15.325,15.979
18.14,17.85,16.517,18.006,15.89
19.519,17.422,16.598,17.126,17.043
19.536,16.636,16.671,17.964,15.835
18.378,16.865,18.77,16.958,17.373
16.984,17.553,19.064,17.163,17.273
18.41,16.579,17.165,18.179,19.085
18.23,18.981,16.739,17.152,17.75
17.94,17.585,17.969,17.511,19.029
18.892,17.725,19.431,17.464,17.162
17.917,17.798,17.115,17.465,17.915
18.117,19.304,16.959,17.718,18.567
18.108,20.545,18.554,17.624,20.427
20.825,17.238,19.428,17.723,18.566
20.033,18.829,18.601,18.113,17.189
18.66,18.416,18.752,19.821,18.998
20.709,19.958,17.164,18.566,19.328
20.579,21.734,19.405,20.798,18.493
18.936,19.298,19.13,18.888,18.446
22.12,19.586,20.554,22.024,22.145
21.99,19.293,19.468,20.472,19.835
24.395,20.084,20.957,18.233,21.069
22.76,20.324,21.088,21.661,20.947
23.595,22.008,20.519,21.95,19.884
23.197,21.401,21.398,19.244,19.993
25.593,22.785,20.444,20.765,21.394
26.931,20.682,23.558,20.235,21.158
25.801,24.436,21.695,22.109,19.527
25.949,22.459,23.439,22.188,21.303
25.116,24.253,21.912,18.917,19.78
25.999,26.428,21.7,20.546,23.476
24.011,23.489,23.119,22.129,22.052
27.939,22.888,23.486,24.201,23.077
25.535,25.703,26.654,22.303,23.995
26.793,26.391,24.707,23.994,21.254
28.645,25.339,26.047,22.802,23.655
28.67,23.344,24.477,24.053,23.508
28.887,25.243,24.378,23.268,26.036
27.625,27.667,26.148,26.07,23.683
33.911,28.738,24.614,24.167,24.016
30.165,28.1,24.275,23.361,24.096
34.746,25.455,25.694,24.809,25.66
34.923,27.243,27.471,26.268,25.368
35.239,28.592,26.958,28.854,25.344
32.929,30.227,28.816,25.257,28.213
33.192,30.314,30.905,28.573,26.981
34.154,31.295,25.893,30.43,27.487
33.175,29.838,29.112,24.627,27.453
34.928,31.546,27.585,27.637,26.852
33.81,35.294,31.386,26.514,27.043
33.616,31.627,30.622,29.953,27.384
34.149,32.91,30.318,31.601,25.812
32.146,36.25,27.735,28.552,26.53
30.369,33.065,28.503,29.922,32.367
33.695,33.012,31.602,33.246,29.943
30.623,30.872,30.939,29.393,29.724
30.647,32.623,30.519,31.915,32.068
32.2,32.326,30.283,29.811,31.687
31.329,32.614,31.64,31.18,29.815
32.362,34.61,30.966,28.944,30.036
32.149,30.258,31.683,31.666,31.92
28.698,36.426,35.25,29.203,29.92
30.238,31.672,30.961,30.294,31.763
28.115,32.473,34.665,33.259,29.657
26.123,30.09,27.745,30.775,32.039
27.615,29.818,29.496,33.314,30.504
23.748,30.704,26.141,30.706,30.714
24.667,30.714,29.265,31.321,29.89
23.211,30.924,31.879,30.432,32.768
